REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
May-19,Prince Edward Island,2016A000211,Alcoholic beverages purchased from stores,2002=100,17,units,0,v41691488,5.262,137.4,,,,1
May-19,Prince Edward Island,2016A000211,Beer purchased from stores,2002=100,17,units,0,v41691489,5.263,149.2,,,,1
May-19,Prince Edward Island,2016A000211,Wine purchased from stores,2002=100,17,units,0,v41691490,5.264,117.8,,,,1
May-19,Prince Edward Island,2016A000211,Liquor purchased from stores,2002=100,17,units,0,v41691491,5.265,127.4,,,,1
May-19,Prince Edward Island,2016A000211,Tobacco products and smokers' supplies,2002=100,17,units,0,v41691492,5.266,246.2,,,,1
May-19,Prince Edward Island,2016A000211,Cigarettes,2002=100,17,units,0,v41691493,5.267,246.2,,,,1
May-19,Prince Edward Island,2016A000211,Recreational cannabis,201812=100,388,units,0,v1043024074,5.367,100,,,,1
May-19,Prince Edward Island,2016A000211,All-items excluding food,2002=100,17,units,0,v41691502,5.284,135.7,,,,1
May-19,Prince Edward Island,2016A000211,All-items excluding food and energy,2002=100,17,units,0,v41691503,5.285,127.4,,,,1
May-19,Prince Edward Island,2016A000211,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",2002=100,17,units,0,v41691510,5.29,135.9,,,,1
May-19,Prince Edward Island,2016A000211,All-items excluding alcoholic beverages and recreational cannabis,2002=100,17,units,0,v41691511,5.291,138.2,,,,1
May-19,Prince Edward Island,2016A000211,All-items excluding tobacco products and smokers' supplies and recreational cannabis,2002=100,17,units,0,v41691512,5.292,136,,,,1
May-19,Prince Edward Island,2016A000211,All-items excluding shelter,2002=100,17,units,0,v41691504,5.293,138.1,,,,1
May-19,Prince Edward Island,2016A000211,All-items excluding energy,2002=100,17,units,0,v41691508,5.287,131.9,,,,1
May-19,Prince Edward Island,2016A000211,All-items excluding gasoline,2002=100,17,units,0,v41693249,5.302,135.8,,,,1
May-19,Prince Edward Island,2016A000211,Private transportation excluding gasoline,2002=100,17,units,0,v43972165,5.312,124.5,,,,1
May-19,Prince Edward Island,2016A000211,Food and energy,2002=100,17,units,0,v41691507,5.286,165.4,,,,1
May-19,Prince Edward Island,2016A000211,Fresh fruit and vegetables,2002=100,17,units,0,v41691505,5.294,130,,,,1
May-19,Prince Edward Island,2016A000211,Energy,2002=100,17,units,0,v41691509,5.288,192.2,,,,1
May-19,Prince Edward Island,2016A000211,Goods,2002=100,17,units,0,v41691497,5.274,138.3,,,,1
May-19,Prince Edward Island,2016A000211,Durable goods,2002=100,17,units,0,v41691498,5.275,97.1,,,,1
May-19,Prince Edward Island,2016A000211,Semi-durable goods,2002=100,17,units,0,v41691499,5.276,106.2,,,,1
May-19,Prince Edward Island,2016A000211,Non-durable goods,2002=100,17,units,0,v41691500,5.277,163.9,,,,1
May-19,Prince Edward Island,2016A000211,Services,2002=100,17,units,0,v41691501,5.282,137.7,,,,1
May-19,"Charlottetown and Summerside, Prince Edward Island",,All-items,2002=100,17,units,0,v41692852,6.2,137.6,,,,1
May-19,"Charlottetown and Summerside, Prince Edward Island",,Shelter,2002=100,17,units,0,v41692853,6.79,135.9,,,,1
May-19,"Charlottetown and Summerside, Prince Edward Island",,Rented accommodation,2002=100,17,units,0,v41692854,6.8,120.4,,,,1
May-19,"Charlottetown and Summerside, Prince Edward Island",,Owned accommodation,2002=100,17,units,0,v41692855,6.84,122.7,,,,1
May-19,"Charlottetown and Summerside, Prince Edward Island",,"Water, fuel and electricity",2002=100,17,units,0,v41692856,6.91,192.5,,,,1
May-19,Nova Scotia,2016A000212,All-items,2002=100,17,units,0,v41691513,7.2,137.8,,,,1
May-19,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,151.4,,,,1
May-19,Nova Scotia,2016A000212,Food purchased from stores,2002=100,17,units,0,v41691515,7.4,149.4,,,,1
May-19,Nova Scotia,2016A000212,Meat,2002=100,17,units,0,v41691516,7.5,154.3,,,,1
May-19,Nova Scotia,2016A000212,Fresh or frozen meat (excluding poultry),2002=100,17,units,0,v41691517,7.6,160.3,,,,1
May-19,Nova Scotia,2016A000212,Fresh or frozen beef,2002=100,17,units,0,v41691518,7.7,173.5,,,,1
May-19,Nova Scotia,2016A000212,Fresh or frozen pork,2002=100,17,units,0,v41691519,7.8,136.7,,,,1
May-19,Nova Scotia,2016A000212,Fresh or frozen poultry,2002=100,17,units,0,v41691520,7.1,128.1,,,,1
May-19,Nova Scotia,2016A000212,Fresh or frozen chicken,2002=100,17,units,0,v41691521,7.11,138.3,,,,1
May-19,Nova Scotia,2016A000212,Processed meat,2002=100,17,units,0,v41691522,7.13,167.5,,,,1
May-19,Nova Scotia,2016A000212,"Fish, seafood and other marine products",2002=100,17,units,0,v41691523,7.16,140.2,,,,1
May-19,Nova Scotia,2016A000212,Fish,2002=100,17,units,0,v41691524,7.17,159.3,,,,1
May-19,Nova Scotia,2016A000212,Dairy products and eggs,2002=100,17,units,0,v41691525,7.21,142,,,,1
May-19,Nova Scotia,2016A000212,Dairy products,2002=100,17,units,0,v41691526,7.22,140.1,,,,1
May-19,Nova Scotia,2016A000212,Fresh milk,2002=100,17,units,0,v41691527,7.23,122.5,,,,1
May-19,Nova Scotia,2016A000212,Butter,2002=100,17,units,0,v41691528,7.24,163.3,,,,1
May-19,Nova Scotia,2016A000212,Cheese,2002=100,17,units,0,v41691529,7.25,130.5,,,,1
May-19,Nova Scotia,2016A000212,Eggs,2002=100,17,units,0,v41691530,7.28,166.3,,,,1
May-19,Nova Scotia,2016A000212,Bakery and cereal products (excluding baby food),2002=100,17,units,0,v41691531,7.29,171.2,,,,1
May-19,Nova Scotia,2016A000212,Bakery products,2002=100,17,units,0,v41691532,7.3,183.9,,,,1
May-19,Nova Scotia,2016A000212,Cereal products (excluding baby food),2002=100,17,units,0,v41691533,7.34,151.2,,,,1
May-19,Nova Scotia,2016A000212,"Fruit, fruit preparations and nuts",2002=100,17,units,0,v41691534,7.39,130.5,,,,1
May-19,Nova Scotia,2016A000212,Fresh fruit,2002=100,17,units,0,v41691535,7.4,116.2,,,,1
May-19,Nova Scotia,2016A000212,Preserved fruit and fruit preparations,2002=100,17,units,0,v41691536,7.45,135.7,,,,1
May-19,Nova Scotia,2016A000212,Vegetables and vegetable preparations,2002=100,17,units,0,v41691537,7.49,144.2,,,,1
May-19,Nova Scotia,2016A000212,Fresh vegetables,2002=100,17,units,0,v41691538,7.5,137.1,,,,1
May-19,Nova Scotia,2016A000212,Preserved vegetables and vegetable preparations,2002=100,17,units,0,v41691539,7.55,170.3,,,,1
May-19,Nova Scotia,2016A000212,Other food products and non-alcoholic beverages,2002=100,17,units,0,v41691540,7.58,146.6,,,,1
May-19,Nova Scotia,2016A000212,Sugar and confectionery,2002=100,17,units,0,v41691541,7.59,171.4,,,,1
May-19,Nova Scotia,2016A000212,Edible fats and oils,2002=100,17,units,0,v41691542,7.62,144.3,,,,1
May-19,Nova Scotia,2016A000212,Coffee and tea,2002=100,17,units,0,v41691543,7.65,124.7,,,,1
May-19,Nova Scotia,2016A000212,Non-alcoholic beverages,2002=100,17,units,0,v41691544,7.74,128.2,,,,1
May-19,Nova Scotia,2016A000212,Food purchased from restaurants,2002=100,17,units,0,v41691545,7.75,157.9,,,,1
May-19,Nova Scotia,2016A000212,Shelter,2002=100,17,units,0,v41691546,7.79,148.9,,,,1
May-19,Nova Scotia,2016A000212,Rented accommodation,2002=100,17,units,0,v41691547,7.8,116.3,,,,1
May-19,Nova Scotia,2016A000212,Rent,2002=100,17,units,0,v41691548,7.81,116.3,,,,1
May-19,Nova Scotia,2016A000212,Owned accommodation,2002=100,17,units,0,v41691549,7.84,145,,,,1
May-19,Nova Scotia,2016A000212,Homeowners' replacement cost,2002=100,17,units,0,v41691550,7.86,151.9,,,,1
May-19,Nova Scotia,2016A000212,Property taxes and other special charges,2002=100,17,units,0,v41691551,7.87,164.4,,,,1
May-19,Nova Scotia,2016A000212,Homeowners' home and mortgage insurance,2002=100,17,units,0,v41691552,7.88,279.7,,,,1
May-19,Nova Scotia,2016A000212,Homeowners' maintenance and repairs,2002=100,17,units,0,v41691553,7.89,149.1,,,,1
May-19,Nova Scotia,2016A000212,"Water, fuel and electricity",2002=100,17,units,0,v41691554,7.91,188.1,,,,1
May-19,Nova Scotia,2016A000212,Electricity,2002=100,17,units,0,v41691555,7.92,159.2,,,,1
May-19,Nova Scotia,2016A000212,Water,2002=100,17,units,0,v41691556,7.93,204.5,,,,1
May-19,Nova Scotia,2016A000212,Fuel oil and other fuels,2002=100,17,units,0,v41691557,7.95,219.1,,,,1
May-19,Nova Scotia,2016A000212,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691558,7.96,122.5,,,,1
May-19,Nova Scotia,2016A000212,Household operations,2002=100,17,units,0,v41691559,7.97,140.1,,,,1
May-19,Nova Scotia,2016A000212,Communications,2002=100,17,units,0,v41691560,7.98,121.4,,,,1
May-19,Nova Scotia,2016A000212,Telephone services,2002=100,17,units,0,v41691561,7.99,122.5,,,,1
May-19,Nova Scotia,2016A000212,Internet access services (200212=100),200212=100,16,units,0,v41693219,7.297,111.6,,,,1
May-19,Nova Scotia,2016A000212,Child care and housekeeping services,2002=100,17,units,0,v41691562,7.101,156.9,,,,1
May-19,Nova Scotia,2016A000212,Household cleaning products,2002=100,17,units,0,v41691563,7.104,142.9,,,,1
May-19,Nova Scotia,2016A000212,"Paper, plastic and aluminum foil supplies",2002=100,17,units,0,v41691564,7.107,157.1,,,,1
May-19,Nova Scotia,2016A000212,Other household goods and services,2002=100,17,units,0,v41691565,7.11,152.2,,,,1
May-19,Nova Scotia,2016A000212,Financial services (200212=100),200212=100,16,units,0,v41693232,7.298,153.4,,,,1
May-19,Nova Scotia,2016A000212,Household furnishings and equipment,2002=100,17,units,0,v41691566,7.116,88.4,,,,1
May-19,Nova Scotia,2016A000212,Furniture and household textiles,2002=100,17,units,0,v41691567,7.117,84.1,,,,1
May-19,Nova Scotia,2016A000212,Furniture,2002=100,17,units,0,v41691568,7.118,74.3,,,,1
May-19,Nova Scotia,2016A000212,Household textiles,2002=100,17,units,0,v41691569,7.122,129.4,,,,1
May-19,Nova Scotia,2016A000212,Household equipment,2002=100,17,units,0,v41691570,7.126,86,,,,1
May-19,Nova Scotia,2016A000212,Household appliances,2002=100,17,units,0,v41691571,7.127,87.9,,,,1
May-19,Nova Scotia,2016A000212,"Non-electric kitchen utensils, tableware and cookware",2002=100,17,units,0,v41691572,7.132,77.2,,,,1
May-19,Nova Scotia,2016A000212,Clothing and footwear,2002=100,17,units,0,v41691573,7.139,101,,,,1
May-19,Nova Scotia,2016A000212,Clothing,2002=100,17,units,0,v41691574,7.14,95,,,,1
May-19,Nova Scotia,2016A000212,Women's clothing,2002=100,17,units,0,v41691575,7.141,99.2,,,,1
May-19,Nova Scotia,2016A000212,Men's clothing,2002=100,17,units,0,v41691576,7.148,97.1,,,,1
May-19,Nova Scotia,2016A000212,Children's clothing,2002=100,17,units,0,v41691577,7.155,71.6,,,,1
May-19,Nova Scotia,2016A000212,Footwear,2002=100,17,units,0,v41691578,7.161,93,,,,1
May-19,Nova Scotia,2016A000212,"Clothing accessories, watches and jewellery",2002=100,17,units,0,v41691579,7.166,120.7,,,,1
May-19,Nova Scotia,2016A000212,"Clothing material, notions and services",2002=100,17,units,0,v41691580,7.171,162.9,,,,1
May-19,Nova Scotia,2016A000212,Transportation,2002=100,17,units,0,v41691581,7.176,136.7,,,,1
May-19,Nova Scotia,2016A000212,Private transportation,2002=100,17,units,0,v41691582,7.177,134.9,,,,1
May-19,Nova Scotia,2016A000212,"Purchase, leasing and rental of passenger vehicles",2002=100,17,units,0,v41691583,7.178,107.4,,,,1
May-19,Nova Scotia,2016A000212,Purchase and leasing of passenger vehicles,2002=100,17,units,0,v41691584,7.179,107,,,,1
May-19,Nova Scotia,2016A000212,Purchase of passenger vehicles,2002=100,17,units,0,v41691585,7.18,108.5,,,,1
May-19,Nova Scotia,2016A000212,Operation of passenger vehicles,2002=100,17,units,0,v41691586,7.183,157.3,,,,1
May-19,Nova Scotia,2016A000212,Gasoline,2002=100,17,units,0,v41691587,7.184,169.5,,,,1
May-19,Nova Scotia,2016A000212,"Passenger vehicle parts, maintenance and repairs",2002=100,17,units,0,v41691588,7.185,146.5,,,,1
May-19,Nova Scotia,2016A000212,Other passenger vehicle operating expenses,2002=100,17,units,0,v41691589,7.188,143.3,,,,1
May-19,Nova Scotia,2016A000212,Passenger vehicle insurance premiums,2002=100,17,units,0,v41691590,7.189,141.9,,,,1
May-19,Nova Scotia,2016A000212,Passenger vehicle registration fees,2002=100,17,units,0,v41691591,7.19,138.8,,,,1
May-19,Nova Scotia,2016A000212,Public transportation,2002=100,17,units,0,v41691592,7.194,160.3,,,,1
May-19,Nova Scotia,2016A000212,Local and commuter transportation,2002=100,17,units,0,v41691593,7.195,140.7,,,,1
May-19,Nova Scotia,2016A000212,City bus and subway transportation,2002=100,17,units,0,v41691594,7.196,136.4,,,,1
May-19,Nova Scotia,2016A000212,Taxi and other local and commuter transportation services,2002=100,17,units,0,v41691595,7.197,141.8,,,,1
May-19,Nova Scotia,2016A000212,Inter-city transportation,2002=100,17,units,0,v41691596,7.198,167.8,,,,1
May-19,Nova Scotia,2016A000212,Health and personal care,2002=100,17,units,0,v41691597,7.201,122.7,,,,1
May-19,Nova Scotia,2016A000212,Health care,2002=100,17,units,0,v41691598,7.202,121.2,,,,1
May-19,Nova Scotia,2016A000212,Health care goods,2002=100,17,units,0,v41713469,7.31,105.5,,,,1
May-19,Nova Scotia,2016A000212,Medicinal and pharmaceutical products,2002=100,17,units,0,v41691600,7.204,100.5,,,,1
May-19,Nova Scotia,2016A000212,Prescribed medicines (excluding medicinal cannabis),2002=100,17,units,0,v41691601,7.205,83.1,,,,1
May-19,Nova Scotia,2016A000212,Non-prescribed medicines,2002=100,17,units,0,v41691602,7.206,139.9,,,,1
May-19,Nova Scotia,2016A000212,Health care services,2002=100,17,units,0,v41713470,7.311,153.5,,,,1
May-19,Nova Scotia,2016A000212,Personal care,2002=100,17,units,0,v41691604,7.212,124.7,,,,1
May-19,Nova Scotia,2016A000212,Personal care supplies and equipment,2002=100,17,units,0,v41691605,7.213,113,,,,1
May-19,Nova Scotia,2016A000212,Personal care services,2002=100,17,units,0,v41691606,7.218,143.5,,,,1
May-19,Nova Scotia,2016A000212,"Recreation, education and reading",2002=100,17,units,0,v41691607,7.219,121.8,,,,1
May-19,Nova Scotia,2016A000212,Recreation,2002=100,17,units,0,v41691608,7.22,110.1,,,,1
May-19,Nova Scotia,2016A000212,Recreational equipment and services (excluding recreational vehicles),2002=100,17,units,0,v41691609,7.221,62.6,,,,1
May-19,Nova Scotia,2016A000212,Purchase and operation of recreational vehicles,2002=100,17,units,0,v41691610,7.228,138.1,,,,1
May-19,Nova Scotia,2016A000212,"Home entertainment equipment, parts and services",2002=100,17,units,0,v41691611,7.233,51.3,,,,1
May-19,Nova Scotia,2016A000212,Travel services,2002=100,17,units,0,v41691612,7.24,103.7,,,,1
May-19,Nova Scotia,2016A000212,Traveller accommodation,2002=100,17,units,0,v41691613,7.241,86.4,,,,1
May-19,Nova Scotia,2016A000212,Other cultural and recreational services,2002=100,17,units,0,v41691614,7.243,186.7,,,,1
May-19,Nova Scotia,2016A000212,Video and audio subscription services,2002=100,17,units,0,v41691615,7.245,217.2,,,,1
May-19,Nova Scotia,2016A000212,Education and reading,2002=100,17,units,0,v41691616,7.247,158.9,,,,1
May-19,Nova Scotia,2016A000212,Education,2002=100,17,units,0,v41691617,7.248,157.5,,,,1
May-19,Nova Scotia,2016A000212,Tuition fees,2002=100,17,units,0,v41691618,7.249,156.9,,,,1
May-19,Nova Scotia,2016A000212,Reading material (excluding textbooks),2002=100,17,units,0,v41691619,7.252,158.7,,,,1
May-19,Nova Scotia,2016A000212,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691620,7.256,202.2,,,,1
May-19,Nova Scotia,2016A000212,Alcoholic beverages,2002=100,17,units,0,v41691621,7.257,140.1,,,,1
May-19,Nova Scotia,2016A000212,Alcoholic beverages served in licensed establishments,2002=100,17,units,0,v41691622,7.258,154.1,,,,1
May-19,Nova Scotia,2016A000212,Alcoholic beverages purchased from stores,2002=100,17,units,0,v41691623,7.262,137.1,,,,1
May-19,Nova Scotia,2016A000212,Beer purchased from stores,2002=100,17,units,0,v41691624,7.263,152.5,,,,1
May-19,Nova Scotia,2016A000212,Wine purchased from stores,2002=100,17,units,0,v41691625,7.264,123.2,,,,1
May-19,Nova Scotia,2016A000212,Liquor purchased from stores,2002=100,17,units,0,v41691626,7.265,122,,,,1
May-19,Nova Scotia,2016A000212,Tobacco products and smokers' supplies,2002=100,17,units,0,v41691627,7.266,258.3,,,,1
May-19,Nova Scotia,2016A000212,Cigarettes,2002=100,17,units,0,v41691628,7.267,258.3,,,,1
May-19,Nova Scotia,2016A000212,Recreational cannabis,201812=100,388,units,0,v1043024075,7.367,100,,,,1
May-19,Nova Scotia,2016A000212,All-items excluding food,2002=100,17,units,0,v41691637,7.284,135,,,,1
May-19,Nova Scotia,2016A000212,All-items excluding food and energy,2002=100,17,units,0,v41691638,7.285,128.8,,,,1
May-19,Nova Scotia,2016A000212,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",2002=100,17,units,0,v41691645,7.29,135.6,,,,1
May-19,Nova Scotia,2016A000212,All-items excluding alcoholic beverages and recreational cannabis,2002=100,17,units,0,v41691646,7.291,137.8,,,,1
May-19,Nova Scotia,2016A000212,All-items excluding tobacco products and smokers' supplies and recreational cannabis,2002=100,17,units,0,v41691647,7.292,135.7,,,,1
May-19,Nova Scotia,2016A000212,All-items excluding shelter,2002=100,17,units,0,v41691639,7.293,134.3,,,,1
May-19,Nova Scotia,2016A000212,All-items excluding energy,2002=100,17,units,0,v41691643,7.287,133.1,,,,1
May-19,Nova Scotia,2016A000212,All-items excluding gasoline,2002=100,17,units,0,v41693251,7.302,136.3,,,,1
May-19,Nova Scotia,2016A000212,Private transportation excluding gasoline,2002=100,17,units,0,v43972166,7.312,122.2,,,,1
May-19,Nova Scotia,2016A000212,Food and energy,2002=100,17,units,0,v41691642,7.286,161.3,,,,1
May-19,Nova Scotia,2016A000212,Fresh fruit and vegetables,2002=100,17,units,0,v41691640,7.294,128,,,,1
May-19,Nova Scotia,2016A000212,Energy,2002=100,17,units,0,v41691644,7.288,177.4,,,,1
May-19,Nova Scotia,2016A000212,Goods,2002=100,17,units,0,v41691632,7.274,133.4,,,,1
May-19,Nova Scotia,2016A000212,Durable goods,2002=100,17,units,0,v41691633,7.275,93.8,,,,1
May-19,Nova Scotia,2016A000212,Semi-durable goods,2002=100,17,units,0,v41691634,7.276,106.1,,,,1
May-19,Nova Scotia,2016A000212,Non-durable goods,2002=100,17,units,0,v41691635,7.277,160.1,,,,1
May-19,Nova Scotia,2016A000212,Services,2002=100,17,units,0,v41691636,7.282,143,,,,1
May-19,"Halifax, Nova Scotia",2011S0503205,All-items,2002=100,17,units,0,v41692858,8.2,136.3,,,,1
May-19,"Halifax, Nova Scotia",2011S0503205,Shelter,2002=100,17,units,0,v41692859,8.79,143.1,,,,1
May-19,"Halifax, Nova Scotia",2011S0503205,Rented accommodation,2002=100,17,units,0,v41692860,8.8,120.5,,,,1
May-19,"Halifax, Nova Scotia",2011S0503205,Owned accommodation,2002=100,17,units,0,v41692861,8.84,141.4,,,,1
May-19,"Halifax, Nova Scotia",2011S0503205,"Water, fuel and electricity",2002=100,17,units,0,v41692862,8.91,181.7,,,,1
May-19,New Brunswick,2016A000213,All-items,2002=100,17,units,0,v41691648,9.2,136.7,,,,1
May-19,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,154.1,,,,1
May-19,New Brunswick,2016A000213,Food purchased from stores,2002=100,17,units,0,v41691650,9.4,153.6,,,,1
May-19,New Brunswick,2016A000213,Meat,2002=100,17,units,0,v41691651,9.5,169.2,,,,1
May-19,New Brunswick,2016A000213,Fresh or frozen meat (excluding poultry),2002=100,17,units,0,v41691652,9.6,169.3,,,,1
May-19,New Brunswick,2016A000213,Fresh or frozen beef,2002=100,17,units,0,v41691653,9.7,193.4,,,,1
May-19,New Brunswick,2016A000213,Fresh or frozen pork,2002=100,17,units,0,v41691654,9.8,126.7,,,,1
May-19,New Brunswick,2016A000213,Fresh or frozen poultry,2002=100,17,units,0,v41691655,9.1,159.4,,,,1
May-19,New Brunswick,2016A000213,Fresh or frozen chicken,2002=100,17,units,0,v41691656,9.11,163.7,,,,1
May-19,New Brunswick,2016A000213,Processed meat,2002=100,17,units,0,v41691657,9.13,172.9,,,,1
May-19,New Brunswick,2016A000213,"Fish, seafood and other marine products",2002=100,17,units,0,v41691658,9.16,148.3,,,,1
May-19,New Brunswick,2016A000213,Fish,2002=100,17,units,0,v41691659,9.17,176.2,,,,1
May-19,New Brunswick,2016A000213,Dairy products and eggs,2002=100,17,units,0,v41691660,9.21,147.8,,,,1
May-19,New Brunswick,2016A000213,Dairy products,2002=100,17,units,0,v41691661,9.22,145.3,,,,1
May-19,New Brunswick,2016A000213,Fresh milk,2002=100,17,units,0,v41691662,9.23,134,,,,1
May-19,New Brunswick,2016A000213,Butter,2002=100,17,units,0,v41691663,9.24,174.1,,,,1
May-19,New Brunswick,2016A000213,Cheese,2002=100,17,units,0,v41691664,9.25,144.5,,,,1
May-19,New Brunswick,2016A000213,Eggs,2002=100,17,units,0,v41691665,9.28,177.8,,,,1
May-19,New Brunswick,2016A000213,Bakery and cereal products (excluding baby food),2002=100,17,units,0,v41691666,9.29,171.2,,,,1
May-19,New Brunswick,2016A000213,Bakery products,2002=100,17,units,0,v41691667,9.3,180.5,,,,1
May-19,New Brunswick,2016A000213,Cereal products (excluding baby food),2002=100,17,units,0,v41691668,9.34,154.7,,,,1
May-19,New Brunswick,2016A000213,"Fruit, fruit preparations and nuts",2002=100,17,units,0,v41691669,9.39,124,,,,1
May-19,New Brunswick,2016A000213,Fresh fruit,2002=100,17,units,0,v41691670,9.4,116,,,,1
May-19,New Brunswick,2016A000213,Preserved fruit and fruit preparations,2002=100,17,units,0,v41691671,9.45,128.2,,,,1
May-19,New Brunswick,2016A000213,Vegetables and vegetable preparations,2002=100,17,units,0,v41691672,9.49,146.4,,,,1
May-19,New Brunswick,2016A000213,Fresh vegetables,2002=100,17,units,0,v41691673,9.5,143.1,,,,1
May-19,New Brunswick,2016A000213,Preserved vegetables and vegetable preparations,2002=100,17,units,0,v41691674,9.55,161.5,,,,1
May-19,New Brunswick,2016A000213,Other food products and non-alcoholic beverages,2002=100,17,units,0,v41691675,9.58,145.7,,,,1
May-19,New Brunswick,2016A000213,Sugar and confectionery,2002=100,17,units,0,v41691676,9.59,153.6,,,,1
May-19,New Brunswick,2016A000213,Edible fats and oils,2002=100,17,units,0,v41691677,9.62,157.5,,,,1
May-19,New Brunswick,2016A000213,Coffee and tea,2002=100,17,units,0,v41691678,9.65,133.2,,,,1
May-19,New Brunswick,2016A000213,Non-alcoholic beverages,2002=100,17,units,0,v41691679,9.74,123.7,,,,1
May-19,New Brunswick,2016A000213,Food purchased from restaurants,2002=100,17,units,0,v41691680,9.75,156.1,,,,1
May-19,New Brunswick,2016A000213,Shelter,2002=100,17,units,0,v41691681,9.79,139.8,,,,1
May-19,New Brunswick,2016A000213,Rented accommodation,2002=100,17,units,0,v41691682,9.8,117.5,,,,1
May-19,New Brunswick,2016A000213,Rent,2002=100,17,units,0,v41691683,9.81,117.5,,,,1
May-19,New Brunswick,2016A000213,Owned accommodation,2002=100,17,units,0,v41691684,9.84,131.9,,,,1
May-19,New Brunswick,2016A000213,Homeowners' replacement cost,2002=100,17,units,0,v41691685,9.86,126.7,,,,1
May-19,New Brunswick,2016A000213,Property taxes and other special charges,2002=100,17,units,0,v41691686,9.87,182.2,,,,1
May-19,New Brunswick,2016A000213,Homeowners' home and mortgage insurance,2002=100,17,units,0,v41691687,9.88,239.6,,,,1
May-19,New Brunswick,2016A000213,Homeowners' maintenance and repairs,2002=100,17,units,0,v41691688,9.89,148,,,,1
May-19,New Brunswick,2016A000213,"Water, fuel and electricity",2002=100,17,units,0,v41691689,9.91,172,,,,1
May-19,New Brunswick,2016A000213,Electricity,2002=100,17,units,0,v41691690,9.92,149.9,,,,1
May-19,New Brunswick,2016A000213,Water,2002=100,17,units,0,v41691691,9.93,222.5,,,,1
May-19,New Brunswick,2016A000213,Fuel oil and other fuels,2002=100,17,units,0,v41691692,9.95,227.4,,,,1
May-19,New Brunswick,2016A000213,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691693,9.96,125.3,,,,1
May-19,New Brunswick,2016A000213,Household operations,2002=100,17,units,0,v41691694,9.97,140.8,,,,1
May-19,New Brunswick,2016A000213,Communications,2002=100,17,units,0,v41691695,9.98,127.6,,,,1
May-19,New Brunswick,2016A000213,Telephone services,2002=100,17,units,0,v41691696,9.99,134.7,,,,1
May-19,New Brunswick,2016A000213,Internet access services (200212=100),200212=100,16,units,0,v41693220,9.297,105.1,,,,1
May-19,New Brunswick,2016A000213,Child care and housekeeping services,2002=100,17,units,0,v41691697,9.101,165.1,,,,1
May-19,New Brunswick,2016A000213,Household cleaning products,2002=100,17,units,0,v41691698,9.104,139.2,,,,1
May-19,New Brunswick,2016A000213,"Paper, plastic and aluminum foil supplies",2002=100,17,units,0,v41691699,9.107,157.2,,,,1
May-19,New Brunswick,2016A000213,Other household goods and services,2002=100,17,units,0,v41691700,9.11,142.7,,,,1
May-19,New Brunswick,2016A000213,Financial services (200212=100),200212=100,16,units,0,v41693233,9.298,150.9,,,,1
May-19,New Brunswick,2016A000213,Household furnishings and equipment,2002=100,17,units,0,v41691701,9.116,97.5,,,,1
May-19,New Brunswick,2016A000213,Furniture and household textiles,2002=100,17,units,0,v41691702,9.117,95.9,,,,1
May-19,New Brunswick,2016A000213,Furniture,2002=100,17,units,0,v41691703,9.118,92.1,,,,1
May-19,New Brunswick,2016A000213,Household textiles,2002=100,17,units,0,v41691704,9.122,114.7,,,,1
May-19,New Brunswick,2016A000213,Household equipment,2002=100,17,units,0,v41691705,9.126,89.8,,,,1
May-19,New Brunswick,2016A000213,Household appliances,2002=100,17,units,0,v41691706,9.127,77.9,,,,1
May-19,New Brunswick,2016A000213,"Non-electric kitchen utensils, tableware and cookware",2002=100,17,units,0,v41691707,9.132,60.4,,,,1
May-19,New Brunswick,2016A000213,Clothing and footwear,2002=100,17,units,0,v41691708,9.139,101.5,,,,1
May-19,New Brunswick,2016A000213,Clothing,2002=100,17,units,0,v41691709,9.14,89.5,,,,1
May-19,New Brunswick,2016A000213,Women's clothing,2002=100,17,units,0,v41691710,9.141,87.2,,,,1
May-19,New Brunswick,2016A000213,Men's clothing,2002=100,17,units,0,v41691711,9.148,96.1,,,,1
May-19,New Brunswick,2016A000213,Children's clothing,2002=100,17,units,0,v41691712,9.155,81,,,,1
May-19,New Brunswick,2016A000213,Footwear,2002=100,17,units,0,v41691713,9.161,104.1,,,,1
May-19,New Brunswick,2016A000213,"Clothing accessories, watches and jewellery",2002=100,17,units,0,v41691714,9.166,163.7,,,,1
May-19,New Brunswick,2016A000213,"Clothing material, notions and services",2002=100,17,units,0,v41691715,9.171,152.3,,,,1
May-19,New Brunswick,2016A000213,Transportation,2002=100,17,units,0,v41691716,9.176,138.5,,,,1
May-19,New Brunswick,2016A000213,Private transportation,2002=100,17,units,0,v41691717,9.177,137.5,,,,1
May-19,New Brunswick,2016A000213,"Purchase, leasing and rental of passenger vehicles",2002=100,17,units,0,v41691718,9.178,105.7,,,,1
